X,Y,sum
205,409,614
488,702,1190
706,553,1259
937,417,1354
798,436,1234
49,299,348
446,974,1420
712,593,1305
311,854,1165
290,132,422
476,827,1303
708,373,192
939,1000,1939
752,243,995
18,767,785
483,604,1087
79,963,1042
943,906,1849
965,61,1026
386,585,971
190,426,616
504,143,647
24,4,28
104,939,1043
763,347,1110
519,263,782
643,385,1028
194,636,830
318,949,1267
991,703,1694
784,453,1237
759,796,1555
528,797,1325
30,560,590
181,855,1036
734,777,1511
743,1,744
755,493,1248
175,302,477
889,738,1627
676,348,1024
854,346,1200
374,94,468
8,764,772
296,209,505
404,839,1243
957,773,1730
279,378,657
427,106,533
805,455,1260
769,485,814
149,748,897
385,757,1142
875,752,1627
255,636,891
64,133,197
106,216,322
453,165,618
446,819,1265
559,345,904
881,580,1461
996,825,1821
828,426,1254
288,611,899
936,770,273
734,716,1450
233,484,717
387,44,855
836,193,1029
477,285,762
528,250,778
121,375,496
826,287,1113
849,664,1513
475,22,497
73,468,541
629,415,1044
714,484,1198
563,817,1380
374,710,1084
434,683,1117
346,470,816
258,519,777
10,406,416
876,436,1312
315,703,1018
656,319,975
712,618,1330
297,826,1123
414,895,1309
296,784,1080
466,835,1301
343,217,560
905,839,1744
849,586,1435
204,228,432
4,621,625
498,136,634
864,36,900
620,294,274
275,856,1131
746,848,1594
758,214,972
942,170,1112
215,723,938
3,123,126
285,595,880
831,767,1598
461,377,838
487,607,1094
661,525,1186
432,174,606
854,44,898
635,755,1390
632,916,1548
211,426,637
579,543,1122
211,691,902
620,487,1107
623,736,1359
338,871,1209
421,885,1306
824,384,1208
935,231,1166
49,941,887
516,839,1355
456,207,332
515,965,1480
41,12,53
548,553,1101
48,313,361
168,42,210
954,817,1771
916,492,1408
115,386,501
777,660,1437
635,836,1471
93,690,783
441,999,1440
787,167,954
372,639,1011
832,17,849
342,955,1297
295,693,988
570,99,669
230,33,263
273,51,324
684,572,1256
352,26,378
925,283,1208
977,92,1069
478,98,576
925,28,953
575,146,721
542,519,1061
783,74,857
253,519,772
265,151,416
576,380,956
533,511,1044
728,803,1531
569,805,1374
794,994,1788
368,419,787
651,705,1356
663,104,182
725,362,1087
804,592,1396
717,494,1211
179,480,659
338,97,435
534,517,1051
769,1,770
171,25,196
905,409,1314
226,191,417
198,787,985
219,746,965
34,695,729
756,311,1067
269,104,322
499,325,824
632,385,1017
258,631,889
74,117,191
321,882,1203
608,271,879
542,675,1217
571,652,1223
171,178,349
145,293,438
65,286,351
929,745,1674
836,481,1317
373,936,1309
198,68,770
647,674,1321
294,504,798
64,816,880
811,711,1522
382,615,997
603,974,1577
860,540,1400
482,541,1023
865,170,1035
896,648,1544
950,587,1537
969,195,1164
123,114,237
484,828,1312
330,161,491
661,495,1156
577,286,863
763,258,507
857,878,1735
218,227,445
669,442,1111
142,18,160
147,52,199
905,149,1054
750,374,1124
846,868,1714
306,688,994
828,631,1459
149,908,1057
50,730,780
679,95,774
714,820,1534
40,190,230
428,299,727
859,202,1061
104,434,538
833,401,1234
700,644,1344
553,530,1083
567,130,697
299,747,1046
844,866,1710
93,338,431
810,625,1435
89,638,727
977,449,1426
462,442,904
264,652,916
561,517,1078
164,842,1006
464,408,872
666,61,727
366,249,615
803,793,1596
387,558,945
47,214,261
957,536,1493
185,952,1137
381,806,1187
101,662,763
880,739,1619
949,60,1009
335,376,711
796,328,1124
254,350,604
608,703,1311
557,306,863
323,757,1080
734,926,1660
147,191,338
325,503,828
728,831,1559
487,993,1480
855,702,1557
160,259,419
306,149,455
251,964,1215
27,22,49
181,274,455
983,404,1387
492,101,593
305,226,531
108,268,325
106,39,145
354,87,441
614,534,1148
863,596,1459
113,493,606
564,826,1390
89,399,488
85,742,827
624,385,1009
611,901,1512
828,44,872
872,570,1442
438,96,534
23,526,549
678,43,721
714,844,1558
844,941,1785
64,174,238
130,368,498
846,550,1396
710,459,1169
235,524,759
85,69,154
995,727,1722
446,475,921
303,337,640
127,497,624
707,845,1552
610,597,1207
828,297,1125
50,791,841
940,218,1158
193,350,543
907,854,1761
42,58,100
641,328,969
948,912,1860
24,109,380
790,56,846
556,204,760
285,97,382
694,280,974
684,334,1018
718,423,1141
755,488,1243
163,224,387
478,102,580
139,233,372
65,899,964
801,872,1673
263,412,675
300,797,1097
475,732,1207
159,805,964
713,166,879
616,144,760
243,87,330
134,664,798
577,749,815
947,278,1225
778,327,878
303,812,1115
22,585,607
824,717,1541
600,5,605
632,432,1064
400,553,953
989,9,998
284,35,319
935,403,887
890,541,1431
975,821,1796
737,976,1713
977,516,1493
329,953,1282
329,575,904
786,844,1630
596,562,1158
422,184,606
987,835,1822
489,373,862
922,447,1369
606,145,751
21,135,156
557,1,558
384,837,1221
786,749,1535
721,126,974
444,264,708
725,889,1614
590,120,710
251,129,380
791,280,1071
346,56,402
183,432,615
641,842,1483
402,878,1280
583,492,1075
818,993,1811
324,723,1047
817,366,1183
666,497,1163
258,823,1081
843,334,1177
469,10,479
31,699,730
661,538,1199
505,824,1329
767,618,1385
894,114,1008
934,68,1002
206,247,453
302,765,1067
648,377,1025
178,572,750
695,984,1679
155,789,482
110,514,624
174,586,760
825,104,929
68,202,270
536,143,679
426,744,1170
60,70,130
642,147,789
964,416,1380
478,845,1323
853,962,1815
634,362,996
907,621,1528
527,651,1178
620,893,1513
1,156,157
132,747,879
368,157,525
812,29,841
483,527,1010
840,471,1311
579,199,778
643,42,685
281,193,474
283,588,871
990,333,1323
937,462,1399
154,441,595
708,481,1189
955,850,1805
588,587,1175
387,114,501
344,198,542
933,782,1715
284,149,433
11,480,491
2,403,405
897,587,1484
862,339,1201
487,496,983
885,69,954
171,182,353
229,39,268
654,478,1132
300,57,357
784,544,1328
15,822,837
515,597,1112
357,896,1253
1000,12,1012
387,992,1379
840,980,1820
982,827,1809
334,887,1221
851,940,1791
769,268,1037
579,474,1053
297,47,344
565,774,1339
253,426,679
875,848,1723
960,629,1589
389,789,1178
592,764,1356
257,664,921
762,387,1149
282,335,617
794,66,860
385,22,407
630,395,1025
404,827,1231
732,160,892
980,113,1093
776,816,1592
527,532,1059
54,402,456
850,97,947
565,198,763
85,873,958
820,371,1191
882,83,965
264,818,841
471,711,1182
2,329,331
551,54,605
950,55,1005
976,193,1169
538,3,541
755,749,1504
802,545,1347
838,754,1592
190,425,615
546,206,752
419,902,1321
351,726,786
480,136,616
280,217,497
448,328,776
617,492,773
402,758,1160
85,81,166
858,761,1619
119,953,1072
909,367,1276
510,670,1180
224,405,629
32,485,517
356,284,640
677,923,1600
422,935,1357
790,221,1011
793,826,1619
550,775,1325
788,96,884
293,179,472
546,764,1310
190,423,613
215,399,614
878,869,1747
900,590,1490
784,165,949
224,398,622
327,964,1291
399,74,473
604,383,316
123,369,492
348,523,871
888,396,1284
521,360,881
280,33,313
359,705,1064
468,346,814
115,659,774
447,211,658
71,376,447
449,296,745
831,188,1019
559,703,1262
463,337,800
921,67,988
922,649,1571
673,358,1031
833,100,933
967,144,1111
607,855,1462
525,246,771
917,15,932
347,928,1275
719,974,1693
395,633,1028
59,685,744
596,480,1076
312,457,769
211,412,623
148,865,1013
868,468,1336
57,858,915
213,33,246
772,877,1649
863,716,1579
188,432,467
929,919,1848
95,180,275
110,604,714
803,944,1747
673,541,1214
515,385,900
979,367,1346
503,210,713
825,886,1711
881,304,1185
963,566,1529
282,675,957
944,821,1765
584,229,813
131,800,931
987,334,1321
363,488,851
441,464,905
316,687,1003
677,103,780
645,123,768
17,343,903
959,19,978
407,850,1257
408,849,1257
323,107,430
547,656,1203
819,56,875
516,632,1148
329,972,1301
359,624,983
646,475,1121
118,456,574
196,732,928
483,270,753
30,794,824
173,481,654
900,701,900
491,510,1001
946,445,1391
570,143,713
271,262,533
510,999,1509
859,424,1283
563,472,5
380,789,1169
388,641,1029
321,908,1229
76,314,390
471,677,1148
421,206,627
996,936,1932
42,37,79
253,674,927
593,195,788
629,958,1587
268,31,299
812,353,1165
287,588,875
0,53,53
919,587,1506
112,24,136
134,832,966
642,515,1157
934,433,1367
142,812,954
237,682,919
779,647,1426
765,623,1388
922,975,1897
468,809,1277
170,730,900
45,945,990
492,422,914
655,653,1308
653,919,411
932,839,1771
567,688,364
48,744,792
579,898,1477
554,24,578
40,175,215
74,534,608
628,729,1357
434,606,1040
542,902,1444
371,248,619
96,854,950
392,932,1324
855,637,1492
299,831,1130
141,423,564
788,741,1529
496,434,930
306,98,404
212,614,826
948,680,1628
540,313,853
735,11,746
937,954,1891
751,562,1313
211,229,440
93,428,521
772,39,811
211,30,241
212,610,822
945,178,1123
209,473,682
90,148,238
280,271,551
813,713,1526
176,924,1100
860,250,1110
852,991,1843
393,364,757
331,695,1026
313,237,550
31,890,921
247,683,930
761,903,1664
50,604,654
706,15,721
561,908,1469
193,468,661
580,784,1364
644,512,1156
366,100,466
75,887,962
160,135,295
194,957,1151
787,510,1297
361,97,458
516,347,863
136,527,663
582,20,602
919,949,1868
87,340,427
880,462,1342
641,793,1434
558,247,805
361,981,1342
575,611,1186
135,151,286
321,22,343
819,425,1244
1,325,326
364,90,454
48,506,554
141,935,1076
168,898,1066
393,702,1095
662,838,1500
813,381,402
645,677,1322
534,157,696
217,76,293
130,475,605
765,157,922
390,617,1007
955,919,1874
781,850,1631
668,748,1416
129,420,549
509,74,583
206,838,1044
626,929,1555
859,696,659
455,83,538
924,165,1089
578,182,760
472,779,1251
504,252,756
895,272,1167
243,951,1194
677,752,1429
282,964,1246
632,477,1109
733,853,1586
700,432,1132
781,934,1715
755,341,1096
813,315,1128
724,381,1105
600,708,1308
667,749,1416
376,903,1279
564,529,1093
40,676,899
53,311,364
817,694,1511
450,188,638
774,833,1607
53,728,781
445,564,1009
845,645,1490
762,454,1216
779,21,800
689,401,1090
767,789,1556
216,241,457
582,236,818
248,447,695
350,820,1170
259,325,584
625,777,1402
356,938,1294
902,310,1212
550,879,1429
167,191,358
941,214,1155
444,220,664
424,871,1295
609,179,788
3,797,800
819,89,908
396,635,775
963,321,1284
677,671,1348
96,227,323
679,522,1201
918,310,1228
940,300,1240
171,48,219
118,571,689
926,328,1254
519,786,329
234,493,727
96,659,755
616,246,862
721,775,1496
735,89,824
675,366,1041
753,943,1696
617,947,1564
427,526,953
942,436,1378
111,516,89
248,213,461
675,62,737
813,906,1719
647,265,912
364,532,896
774,355,1129
230,45,275
153,679,832
601,298,899
114,373,487
912,789,1701
4,923,927
534,419,953
857,409,1266
312,151,463
492,810,1302
219,319,538
795,273,1068
439,920,1359
619,503,1122
862,331,1193
207,806,1013
941,123,1064
350,664,1014
606,473,1079
723,786,1509
873,715,1588
532,730,1262
890,420,56
702,584,1286
377,855,1232
940,791,1731
607,413,1020
890,155,1045
809,594,1403
750,974,1724
986,932,1918
582,202,784
910,390,1300
767,286,1053
483,263,746
98,561,659
840,769,1609
584,464,1048
729,788,1517
520,703,1223
225,694,919
832,376,1208
940,386,1326
682,168,850
304,180,484
319,288,607
942,786,1728
787,457,1244
161,420,579
458,631,1089
876,476,1352
70,857,927
868,546,1414
463,901,1364
151,809,960
867,179,1046
512,373,885
606,691,1297
563,666,1229
521,910,1431
672,45,717
585,825,1410
330,464,794
444,983,1427
449,279,728
958,30,988
281,605,886
4,230,234
147,23,170
32,476,508
514,164,678
73,388,461
370,838,1208
97,89,186
739,925,1664
812,34,846
271,817,1088
985,792,1777
58,4,62
215,689,904
492,355,847
392,638,1030
563,973,1536
443,735,1178
154,935,1089
940,788,1728
389,766,1155
843,243,1086
559,753,1312
369,25,394
549,129,678
758,54,812
426,426,852
707,915,1622
52,204,256
717,188,905
453,387,840
226,965,1191
999,755,1754
332,45,377
183,929,1112
730,302,1032
483,179,662
65,169,234
724,231,955
646,951,1597
417,69,828
282,947,1229
280,718,998
661,60,721
702,664,1366
476,880,1356
811,273,1084
670,610,1280
118,191,309
458,69,527
419,706,1125
355,861,1216
41,961,1002
198,829,1027
685,32,717
33,619,652
471,344,815
853,798,1651
711,888,1599
984,465,1449
544,566,1110
407,275,682
234,296,530
9,765,774
491,828,1319
299,501,800
968,111,1079
380,293,673
328,953,1281
786,726,1512
861,339,1200
437,354,791
166,683,849
258,453,711
177,865,1042
580,564,1144
829,268,1097
273,738,1011
598,457,1055
222,506,728
351,826,1177
68,438,506
774,290,1064
872,474,1346
401,608,1009
387,390,777
789,290,1079
652,916,1568
768,860,1628
994,561,24
616,693,1309
445,106,551
372,869,1241
987,681,1668
80,976,1056
737,338,1075
508,676,1184
365,804,1169
775,568,1343
278,954,1232
916,408,1324
458,706,1164
193,629,822
84,831,915
731,383,1114
292,415,707
216,29,245
167,371,538
852,608,1460
254,327,581
895,186,1081
912,274,1186
215,782,997
328,392,720
595,215,810
240,786,1026
541,342,883
668,575,1243
167,826,993
347,549,896
853,27,880
476,330,806
937,542,1479
602,666,1268
574,884,1458
85,195,280
675,344,1019
787,468,1255
644,945,1589
239,550,789
498,679,76
529,504,1033
786,609,1395
690,600,1290
734,613,1347
871,296,1167
691,926,1617
467,599,1066
514,8,522
363,601,964
234,339,573
152,33,185
118,928,1046
93,256,349
765,64,829
977,500,1477
863,724,1587
955,594,1549
324,789,1113
518,930,1448
390,939,1329
774,957,1731
843,381,1224
430,802,1232
216,707,923
266,866,1132
105,912,1017
3,721,724
21,229,250
126,776,902
765,710,274
81,93,174
486,976,1462
462,621,1083
274,283,557
985,963,1948
330,606,936
773,385,771
363,412,775
6,833,839
832,160,992
253,125,378
155,436,591
547,873,1420
851,258,1109
445,386,831
144,764,908
590,327,917
789,127,916
214,745,959
268,184,452
918,140,1058
119,249,368
860,872,1732
265,884,1149
575,56,631
663,785,1448
353,637,990
629,7,636
251,87,338
868,495,1363
505,284,789
199,443,642
513,160,716
368,161,529
852,648,1500
828,29,857
154,477,631
849,763,1612
660,523,1183
390,762,1152
430,172,602
405,518,923
334,279,613
913,230,1143
142,277,419
81,790,871
716,644,1360
63,677,740
316,26,342
338,291,629
604,369,973
967,400,1367
640,819,1459
255,931,1186
385,20,344
579,226,805
895,603,1498
266,644,910
649,924,1573
201,150,351
929,775,1704
532,826,1358
926,183,1109
58,755,813
933,508,1441
609,356,965
343,414,757
892,593,1485
890,618,1508
587,785,1372
321,696,1017
340,277,617
777,701,1478
94,856,950
963,668,1631
37,671,708
969,280,1249
314,19,333
752,420,1172
707,469,1176
110,360,470
848,336,1184
435,520,955
207,824,1031
406,84,490
446,344,790
838,811,1649
515,973,1488
643,267,910
706,102,808
479,206,685
904,174,1078
13,970,983
504,365,869
227,132,359
775,479,1254
665,382,1047
87,374,748
142,768,910
589,895,1484
139,522,661
719,707,1426
848,337,1185
472,641,1113
38,85,123
627,936,1563
727,971,1698
807,911,1718
199,635,834
606,78,684
91,27,118
968,245,1213
138,23,161
255,767,1022
306,392,698
649,326,975
803,902,1705
657,319,976
819,326,1145
241,680,921
469,671,580
783,422,1205
785,468,1253
300,981,1281
64,195,259
937,711,1648
792,527,1319
881,495,1376
9,905,914
980,881,1861
369,709,1078
433,515,948
933,608,920
501,337,838
279,875,689
640,728,1368
983,32,1015
167,11,178
623,295,918
696,840,1536
189,700,889
160,753,913
60,600,660
796,61,857
16,502,518
669,863,1532
460,769,1229
228,10,238
633,485,1118
888,732,1620
355,805,1160
939,941,1880
590,583,739
374,841,73
432,814,1246
217,187,404
826,459,1285
210,420,630
667,906,1573
851,909,1760
419,46,465
927,816,1743
923,66,989
532,693,1225
869,978,1847
496,894,1390
844,189,1033
84,538,622
520,431,951
908,990,1898
496,713,1209
966,494,1460
656,896,1552
169,830,999
401,227,628
500,756,1256
562,824,1386
746,473,1219
523,724,1247
482,252,734
803,935,1738
95,968,1063
651,736,1387
870,570,1440
886,499,1385
285,701,986
208,872,1080
548,446,994
188,412,600
719,182,901
908,711,1619
317,123,440
521,424,945
578,913,1491
585,439,1024
79,858,937
681,969,1650
574,865,1439
691,726,1417
773,125,898
577,961,1538
293,737,1030
510,183,693
240,928,1168
668,580,1248
384,531,915
801,664,1465
221,453,674
520,42,562
999,269,1268
290,53,343
536,492,1028
323,355,678
192,791,983
998,544,1542
973,465,1438
670,495,1165
554,310,864
4,481,485
786,894,1680
572,471,1043
111,856,967
801,647,1448
31,761,792
462,321,783
71,614,685
912,617,1529
292,569,861
203,995,1198
10,922,932
421,448,869
919,851,1770
391,805,1196
334,151,485
371,686,1057
47,996,1043
806,637,1443
881,727,1608
72,349,421
961,910,1871
988,67,1055
730,17,747
70,762,832
863,255,1118
424,792,1216
330,472,802
604,582,1186
269,869,743
899,505,1404
898,539,1437
896,226,1122
721,74,795
349,113,462
714,81,795
712,332,1044
863,711,1574
118,366,484
115,621,736
786,646,1432
204,77,281
949,378,1327
806,13,819
392,126,518
703,291,994
182,123,305
839,671,1510
868,895,1763
535,457,992
632,17,649
53,933,986
427,265,692
444,79,523
495,174,669
696,339,1035
1000,419,1419
257,920,1177
224,634,858
881,893,1774
596,206,802
763,733,1496
665,937,403
996,673,1669
895,409,1304
97,958,1055
863,612,1475
839,425,1264
310,296,606
817,923,1740
894,114,1008
834,55,889
63,999,1062
419,101,520
932,832,359
271,609,880
27,221,248
665,685,1350
818,624,1442
416,417,833
86,941,1027
273,35,308
659,880,1539
70,680,750
697,288,985
731,612,1343
789,947,1736
732,165,897
56,601,868
344,306,650
744,400,1144
676,958,1634
482,727,1209
85,981,1066
586,405,175
656,275,931
416,871,1287
26,623,649
961,927,1888
398,869,1267
520,754,1274
558,80,638
993,899,1892
439,880,1319
369,665,1034
123,424,934
226,744,970
673,120,793
194,388,582
737,950,1687
109,493,602
688,876,1564
657,630,1287
863,14,877
488,395,883
102,237,339
313,932,1245
995,912,1907
85,45,130
978,481,1459
464,516,980
676,667,1343
462,980,1442
664,878,1542
912,990,1902
518,721,1239
850,738,1588
54,725,966
992,663,1655
220,445,665
312,990,1302
291,178,469
619,633,1252
239,193,432
694,657,1351
438,85,523
424,913,1337
389,387,776
532,617,1149
855,231,1086
357,11,368
580,344,924
605,858,1463
312,708,1020
200,43,243
954,358,1312
635,876,1511
197,800,997
174,518,692
810,705,1515
194,687,881
682,665,1347
235,184,419
415,193,608
664,130,794
331,611,942
859,194,1053
554,985,1539
950,203,1153
888,749,1637
687,474,1161
245,227,472
5,137,142
427,630,1057
4,554,558
800,429,1229
623,540,1163
198,114,312
600,311,776
481,155,636
985,350,1335
72,517,589
720,860,1580
301,165,466
708,368,1076
425,344,769
345,915,1260
556,893,550
330,114,444
113,549,662
174,397,571
496,322,818
584,295,879
789,153,942
424,270,694
341,112,453
346,982,1328
774,384,1158
799,708,1507
194,276,470
47,64,111
935,411,1346
642,476,1118
111,887,998
239,481,720
661,396,1057
623,317,940
446,502,948
334,2,336
821,621,1442
372,959,1331
153,94,400
228,425,653
683,657,1340
538,960,1498
442,710,986
131,960,1091
108,113,221
201,180,381
195,246,441
653,430,1083
291,472,763
868,227,645
678,439,1117
383,750,1133
797,684,1481
396,170,566
869,868,1737
426,95,521
251,727,978
239,261,500
901,964,1865
664,729,1393
579,297,876
632,902,1534
322,997,1319
889,952,1841
662,863,1525
145,687,832
404,554,958
611,320,561
591,219,810
652,719,1371
229,816,1045
710,0,710
391,588,979
44,278,322
317,566,883
381,474,855
66,544,610
686,524,1210
974,41,1015
92,57,149
348,921,1269
662,53,889
93,943,1036
73,830,903
742,74,816
56,879,658
141,249,390
57,700,757
167,985,1152
821,917,1738
753,878,1631
320,35,355
965,731,1696
373,577,950
718,871,1589
303,413,716
121,674,795
0,267,400
296,224,520
595,329,924
954,304,1258
137,220,357
276,519,795
423,945,1368
636,157,793
523,470,993
98,881,979
958,973,1931
464,379,843
282,539,821
659,354,1013
935,148,1083
547,15,562
99,94,193
12,634,646
490,848,1338
736,192,928
962,739,1701
777,308,1085
435,794,1229
274,848,1122
83,91,174
595,922,1517
913,139,1052
326,674,1000
160,376,536
241,293,534
671,79,750
695,449,1144
473,546,1019
925,911,1836
581,1,582
3,429,432
462,196,658
24,880,904
848,181,1029
793,53,846
360,23,383
700,654,1354
720,192,912
631,907,466
191,839,1030
229,901,1130
57,502,559
156,247,403
480,616,1096
985,634,1619
623,965,1588
648,799,1447
102,934,1036
1000,754,1754
362,39,401
297,228,525
422,961,1383
21,943,964
470,32,502
291,836,1127
126,647,773
935,560,1495
865,51,916
0,430,430
507,859,1366
434,869,774
533,836,1369
74,538,612
748,886,1634
481,362,843
214,57,271
342,660,1002
207,552,759
314,478,792
372,153,525
415,52,467
528,12,540
210,449,659
465,517,982
779,316,1095
86,401,487
71,93,164
645,979,1624
726,224,950
609,869,1478
518,37,555
652,492,1144
606,932,1538
964,271,1235
143,541,684
675,20,695
882,890,628
1000,326,1326
334,69,403
906,163,652
521,856,1377
128,113,241
792,696,1488
501,919,1420
803,791,1594
49,678,727
628,126,754
717,309,1026
697,550,1247
222,111,333
627,40,667
332,645,977
363,780,1143
659,596,1255
569,633,1202
465,577,1042
427,497,924
120,263,383
827,632,1459
240,212,452
533,520,1053
944,699,1643
747,270,467
182,563,745
857,57,914
26,927,953
967,823,1790
435,141,576
476,299,775
172,205,377
967,578,1545
716,11,36
182,461,643
37,590,627
50,930,980
516,662,1178
281,469,750
919,229,1148
563,218,781
684,5,689
843,659,1502
67,947,1014
776,385,974
395,425,820
296,628,924
854,96,950
785,764,1549
622,983,1605
151,572,723
256,17,273
262,275,537
437,809,158
238,682,920
521,17,538
536,795,532
252,504,756
145,173,318
933,75,1008
25,793,818
857,444,1301
941,518,1459
157,396,553
868,381,1249
92,379,471
492,767,1259
488,601,1089
36,992,1028
342,803,1145
908,881,1789
626,209,835
9,357,366
712,95,807
758,416,1174
250,804,1054
196,387,583
314,980,1294
764,197,961
617,597,1214
834,270,1104
737,722,1459
164,578,742
968,527,1495
708,472,1180
42,132,174
243,521,764
918,877,1795
210,33,243
702,5,707
394,260,654
565,108,673
918,209,1127
382,647,1029
823,834,1657
26,811,837
347,40,387
204,87,291
670,812,1482
812,941,1753
140,231,371
631,424,1055
438,787,1225
729,870,1599
299,206,505
368,492,860
884,42,926
702,920,1622
689,237,926
307,332,639
811,551,1362
977,61,1038
841,490,1331
100,582,682
744,558,1302
402,556,958
692,160,852
736,988,1724
170,147,317
817,237,1054
145,884,1029
829,986,1815
125,732,857
894,571,138
909,206,1115
402,139,541
902,730,1632
943,775,1718
333,754,1087
705,184,889
83,118,201
41,669,710
584,554,1138
958,424,1382
767,720,1487
295,249,544
891,153,1044
726,588,1314
523,111,634
860,821,1681
736,668,1404
910,506,1416
676,267,943
746,754,1500
91,942,1033
552,823,1375
83,157,240
166,596,762
382,322,704
356,873,1229
172,751,923
872,183,1055
69,548,617
602,832,1434
424,325,749
893,53,946
950,805,1755
870,201,1071
239,223,462
972,296,1268
678,568,1246
328,611,939
865,736,1601
272,398,670
768,62,830
666,376,1042
256,584,944
127,771,898
379,468,847
705,451,1156
861,734,1595
125,924,1049
458,460,918
899,636,1535
193,233,426
786,864,1650
148,751,357
501,715,1216
458,761,1219
215,744,959
359,673,1032
256,714,970
982,231,1213
274,939,1213
186,272,458
435,496,931
146,565,711
870,857,332
52,308,360
817,281,1098
70,317,387
249,351,600
508,468,976
179,708,887
403,857,1260
600,987,1587
45,14,59
56,208,264
943,316,1259
567,908,1475
128,36,164
770,618,1388
497,970,1467
932,161,1093
338,641,930
699,46,745
225,788,1013
901,686,1587
246,801,1047
69,674,743
633,313,946
607,272,879
279,586,865
420,364,784
176,640,816
362,163,525
634,965,57
851,926,1777
921,714,1635
629,583,1212
290,501,791
887,488,1375
496,558,1054
906,609,1515
313,659,972
496,715,1211
4,481,485
805,93,898
269,207,476
270,361,631
281,976,1257
126,537,663
763,493,1256
179,666,845
904,56,960
262,95,357
217,705,922
653,660,581
241,199,440
357,143,500
636,604,1240
917,821,1738
334,769,1103
795,420,1215
337,492,829
745,591,1336
867,587,1454
406,139,545
121,827,948
839,421,1260
751,877,1628
221,53,274
658,647,1305
681,973,1654
340,630,250
977,154,1131
152,924,1076
87,922,698
589,507,1096
380,338,718
525,453,978
887,388,1275
120,134,254
236,157,393
437,835,1272
869,471,1340
576,536,1112
876,542,1418
577,445,1022
287,434,721
402,991,1393
229,192,421
356,481,837
499,766,1265
467,324,791
544,225,769
597,293,890
956,325,1281
499,653,1152
493,607,1100
303,725,1028
775,174,949
583,175,758
696,678,1374
777,495,1272
434,258,692
783,467,1250
466,759,1225
174,496,670
24,817,841
177,484,661
912,86,998
798,724,1522
660,27,687
302,45,347
398,777,1175
607,45,652
832,424,1256
329,131,460
707,528,1235
542,798,1340
202,279,481
364,876,490
691,298,989
436,568,1004
48,212,260
176,759,935
552,607,1159
560,166,726
61,160,221
755,440,1195
26,430,456
814,248,1062
162,183,345
822,336,1158
13,764,777
182,855,1037
218,626,844
264,954,1218
380,110,490
836,443,1279
924,414,1338
995,280,1275
508,813,1321
518,449,967
425,143,568
480,816,1296
215,393,608
221,499,720
817,199,1016
748,756,1504
27,269,296
45,591,636
835,633,1468
842,135,977
255,738,993
854,665,1519
340,507,847
713,492,1205
87,146,233
358,885,1243
875,759,1634
636,90,726
436,329,765
911,347,1258
858,331,1189
377,944,1321
481,354,835
539,263,802
49,211,260
964,289,1253
529,409,938
676,624,1300
607,100,707
640,608,1248
787,967,1754
214,615,539
152,236,388
649,322,971
491,233,724
486,982,1468
380,228,608
31,708,739
492,573,1065
692,584,1276
715,72,787
399,632,1031
710,952,1662
357,800,1157
649,885,1534
766,225,991
548,706,1254
349,48,397
315,93,408
751,778,1529
698,343,1041
931,830,1761
38,524,562
845,179,1024
951,342,1293
121,617,738
562,919,1481
792,983,1775
62,248,310
856,847,1703
89,141,230
203,495,698
779,970,1749
496,561,1057
846,503,1349
467,148,615
954,469,1423
96,502,873
673,327,1000
703,651,1354
231,823,1054
420,47,467
508,243,751
674,746,457
906,913,1819
772,898,41
882,993,1875
909,555,1464
297,324,621
803,772,1575
32,546,578
12,691,703
945,985,1930
370,43,413
816,87,604
965,658,1623
830,632,1462
497,958,1455
191,326,517
31,829,860
516,523,1039
464,556,1020
757,405,1162
668,82,750
625,700,1325
498,275,773
895,46,367
980,224,1204
966,531,1497
399,51,450
453,815,1268
413,723,1136
115,831,946
166,420,586
586,928,1514
86,239,325
534,250,784
888,988,1876
912,244,1156
705,552,1257
300,1,301
145,744,889
494,805,1299
218,366,584
115,513,628
437,905,1342
175,67,242
39,646,131
261,923,1184
23,102,125
483,276,759
770,816,1586
126,984,1110
669,987,1656
588,213,801
418,699,1117
347,776,1123
352,864,581
347,302,649
380,422,802
735,378,1113
596,293,889
215,723,938
518,193,711
147,810,957
350,846,1196
826,74,900
314,225,539
428,908,1336
718,133,851
618,252,870
665,201,866
80,451,531
270,324,594
438,454,892
608,25,747
73,133,206
386,603,989
264,574,838
361,340,701
721,414,1135
584,115,699
686,298,984
878,293,1171
49,758,807
770,515,1285
927,956,1883
356,30,386
888,431,1319
720,380,1100
906,361,1267
786,445,1231
317,62,379
658,534,1192
846,226,1072
650,195,845
936,683,1619
560,342,902
984,956,1940
71,368,439
63,837,900
131,818,949
107,116,223
55,548,603
95,414,509
232,729,961
10,232,242
580,81,661
974,649,1623
971,527,1498
342,385,727
233,887,1120
782,462,707
889,651,1540
809,205,1014
267,647,914
16,876,892
287,197,484
771,829,1600
204,649,853
727,465,1192
951,7,958
456,944,1400
905,112,1017
608,246,854
125,763,888
94,988,1082
262,903,1165
611,520,1131
488,128,616
949,59,1008
319,511,830
513,346,859
483,333,816
364,647,1011
394,880,1274
974,169,1143
276,296,572
93,554,647
280,726,1006
400,716,1116
213,987,1200
315,786,1101
636,678,1314
174,960,1134
553,774,1327
196,401,597
481,614,1095
672,233,905
925,952,1877
796,271,1067
69,497,566
248,397,645
510,372,882
330,783,1113
243,484,879
605,9,614
308,720,1028
100,451,551
