A,B,C
691,836,1527
623,445,1068
233,367,600
836,868,1704
955,537,1492
30,391,412
863,480,1343
687,974,1661
803,154,957
633,369,1010
670,848,1518
85,26,111
397,948,1349
975,297,1272
55,270,325
335,260,595
74,423,500
506,888,1394
358,413,771
612,418,1012
305,970,1275
71,355,426
777,825,1602
312,667,979
361,480,841
576,814,1390
394,615,1009
167,299,466
39,240,279
966,486,1452
376,40,416
433,91,524
395,964,1359
449,164,613
983,96,1094
685,130,815
464,95,554
330,427,763
50,73,122
171,936,1107
708,478,1186
777,132,909
400,243,643
507,536,1043
885,754,1638
215,38,253
655,495,1150
654,907,1568
884,531,1415
728,586,1314
628,687,1329
472,269,741
569,51,620
332,596,928
893,502,1395
331,803,1134
528,243,771
926,128,1054
633,111,744
93,470,563
438,140,578
199,371,570
447,460,907
16,172,169
681,632,1313
30,370,400
529,291,820
480,920,1400
214,611,825
600,980,1575
379,283,662
518,71,589
264,520,784
443,611,1054
351,596,947
947,696,1643
98,69,167
320,188,514
347,944,1291
603,175,778
364,391,755
150,72,222
924,215,1139
526,116,642
936,283,1219
620,187,807
499,764,1263
825,862,1687
548,959,1507
222,659,881
546,384,930
695,763,1458
133,353,486
361,794,1155
896,677,1573
584,651,1235
585,911,1510
795,424,1219
59,714,773
862,245,1107
249,897,1146
950,262,1212
387,783,1170
393,686,1079
722,699,1421
1000,391,1391
71,848,919
957,540,1500
38,324,370
564,490,1054
601,844,1445
454,315,769
13,855,868
499,629,1128
737,877,1614
710,896,1606
769,435,1204
790,189,979
377,630,1007
999,997,1996
777,908,1685
643,380,1023
29,265,294
642,64,706
712,762,1477
312,689,1001
396,564,960
718,664,1382
76,584,660
904,8,912
145,636,781
143,499,642
122,397,519
388,109,497
10,789,799
419,655,1074
976,998,1984
922,309,1231
186,488,674
246,963,1209
146,875,1021
581,213,794
614,301,915
371,660,1031
387,570,957
985,238,1223
713,72,785
205,909,1114
900,87,987
806,393,1199
640,718,1358
953,698,1651
370,200,570
157,157,326
415,34,449
946,441,1387
667,460,1127
365,47,412
738,772,1510
512,557,1069
463,745,1208
814,96,910
529,351,880
443,528,971
32,363,382
196,422,618
792,779,1571
410,103,513
858,610,1468
254,923,1177
274,18,292
304,844,1148
665,506,1171
476,112,588
887,676,1563
836,225,1061
886,15,901
507,743,1250
105,938,1043
936,858,1795
877,634,1511
798,467,1265
18,259,277
433,807,1240
855,46,901
182,631,813
108,172,280
693,78,771
901,328,1229
857,856,1713
499,228,727
754,262,1016
226,534,760
56,674,730
52,820,872
848,296,1144
147,172,319
641,596,1237
310,846,1156
416,315,731
564,697,1272
509,663,1172
830,170,982
668,815,1483
757,580,1337
70,622,692
783,769,1552
561,504,1065
560,744,1289
103,692,795
476,983,1459
680,404,1084
322,1000,1322
321,816,1137
526,167,693
276,298,574
566,41,607
760,698,1458
668,318,986
336,26,362
742,828,1570
274,368,642
217,605,822
457,835,1292
759,87,846
707,541,1248
925,219,1144
977,897,1881
796,400,1196
921,584,1505
773,305,1078
693,511,1204
105,930,1035
685,930,1615
364,482,846
467,86,553
92,653,745
12,132,144
126,985,1111
559,819,1378
630,396,1026
732,528,1260
541,724,1255
978,68,1043
600,691,1291
967,308,1275
625,680,1305
204,883,1087
535,937,1472
610,53,652
693,598,1291
41,498,539
402,831,1233
434,954,1397
360,494,854
338,324,661
270,534,804
936,22,958
66,886,952
593,937,1530
579,767,1346
411,607,1018
18,281,295
810,944,1754
985,94,1079
614,547,1161
815,615,1430
543,602,1145
122,143,265
334,120,454
42,679,721
459,3,462
7,794,801
786,453,1239
837,529,1366
603,22,625
782,525,1289
877,253,1130
464,571,1035
577,512,1089
332,680,1012
55,420,475
856,553,1409
927,894,1821
805,35,840
984,849,1833
386,229,615
889,257,1146
916,921,1837
889,276,1165
458,647,1105
690,95,785
414,608,1023
282,45,319
399,527,926
91,607,698
209,293,502
630,709,1339
247,315,562
906,401,1307
406,608,1014
855,859,1714
337,621,958
742,812,1554
943,426,1369
909,844,1753
697,449,1146
834,374,1208
18,247,265
822,453,1275
8,31,39
255,78,333
771,659,1430
798,15,795
294,996,1290
749,80,829
332,956,1288
482,583,1065
757,813,1570
758,117,875
380,518,898
812,145,957
541,779,1320
257,578,835
207,255,462
926,113,1039
341,467,808
760,799,1559
762,965,1727
672,6,678
251,711,960
839,472,1311
808,392,1200
371,598,969
36,830,866
652,320,972
315,221,536
306,982,1288
625,583,1194
477,577,1054
529,78,607
51,415,466
942,129,1071
391,7,398
712,765,1477
938,292,1230
67,605,672
124,216,340
886,598,1484
186,825,1011
541,614,1159
390,776,1166
132,415,547
809,921,1730
843,725,1570
142,549,691
986,437,1423
138,600,738
415,148,563
524,491,1015
64,631,695
489,448,937
968,370,1338
66,923,989
255,744,999
500,717,1217
925,192,1117
843,154,997
524,127,643
285,700,1005
965,222,1187
32,198,230
882,929,1811
322,243,565
826,630,1462
329,477,806
991,51,1042
743,659,1402
355,696,1051
1000,306,1301
393,694,1087
865,322,1187
878,865,1743
108,784,892
45,957,982
619,852,1471
831,401,1232
19,656,675
664,224,888
250,469,717
210,64,274
13,218,231
367,81,448
278,827,1105
255,302,557
164,230,394
483,954,1437
450,284,734
680,630,1310
612,10,622
730,616,1346
338,653,991
741,256,997
274,680,954
65,34,99
144,54,198
115,463,578
261,852,1113
174,435,609
531,966,1497
256,186,442
739,38,777
340,152,492
182,751,933
720,973,1693
318,855,1173
91,393,484
494,233,727
919,123,1042
471,311,782
81,988,1069
399,69,468
581,645,1226
944,827,1771
345,691,1036
842,984,1826
298,114,412
743,755,1498
52,688,740
168,268,436
898,716,1614
54,775,829
282,346,628
962,816,1778
48,619,667
202,565,767
881,733,1614
640,432,1072
412,560,972
251,169,420
679,396,1075
824,569,1393
83,872,949
459,173,632
112,713,825
41,159,200
207,422,629
724,969,1693
902,969,1871
378,159,537
257,165,422
600,198,798
979,211,1190
938,986,1924
186,499,685
496,431,927
23,648,671
824,848,1684
154,615,769
309,231,544
659,743,1402
536,778,1314
970,444,1414
979,97,1076
517,534,1051
475,252,727
494,801,1295
566,166,732
563,559,1122
459,631,1090
254,377,631
186,585,771
757,611,1368
89,75,164
213,712,925
29,750,779
224,113,337
86,136,222
868,535,1403
459,180,639
162,417,579
157,607,764
847,719,1566
626,197,823
391,763,1142
392,93,485
390,389,780
889,1,890
784,408,1192
508,470,978
537,14,551
152,930,1082
657,134,791
44,709,753
542,875,1417
245,852,1097
509,875,1384
498,83,581
54,616,670
883,944,1827
587,792,1379
725,228,953
897,985,1882
632,67,699
726,902,1628
783,436,1219
536,417,953
490,91,581
65,471,536
156,65,221
255,654,909
821,966,1787
444,728,1172
682,952,1634
103,887,990
412,468,880
990,628,1618
861,464,1325
139,9,148
582,581,1163
434,365,799
222,14,236
262,404,652
32,882,914
802,119,921
146,227,373
200,231,431
460,261,721
490,640,1130
3,581,584
95,280,375
768,174,942
909,564,1473
762,305,1083
513,990,1503
635,439,1074
12,948,960
752,857,1609
259,557,816
887,755,1642
254,984,1238
24,134,158
371,397,768
846,700,1546
116,192,308
534,919,1453
883,217,1100
965,218,1183
467,338,805
693,542,1235
415,85,500
396,621,1017
605,704,1309
493,559,1052
783,829,1612
52,457,509
728,970,1698
307,727,1045
185,758,943
895,219,1114
690,359,1049
660,856,1516
966,914,1880
210,984,1194
74,526,595
928,426,1354
991,623,1597
407,252,654
412,184,596
167,282,449
34,977,1011
198,306,504
583,789,1372
431,755,1186
232,51,283
223,912,1135
757,11,768
388,231,619
303,743,1046
970,666,1636
934,666,1592
500,710,1210
771,870,1641
832,752,1584
278,733,1011
725,608,1316
604,32,636
428,76,504
456,754,1210
347,717,1064
410,624,1034
338,649,987
716,597,1313
108,350,458
141,382,523
373,61,434
934,423,1357
274,959,1233
312,740,1052
895,848,1743
157,909,1066
540,830,1370
627,290,917
289,674,963
906,61,967
233,957,1190
67,299,366
308,914,1222
289,602,891
644,502,1162
623,640,1263
18,170,188
61,743,804
59,657,716
991,279,1270
595,330,925
131,482,613
438,83,521
371,643,1014
674,395,1069
76,985,1061
722,141,863
35,651,686
878,439,1317
868,261,1129
659,714,1389
247,786,1033
790,255,1045
534,568,1102
130,329,459
728,925,1668
269,190,459
142,322,466
723,294,1017
219,209,428
795,896,1691
238,740,984
838,950,1788
611,97,708
512,500,1012
923,741,1664
276,395,671
958,970,1928
660,772,1432
159,518,677
494,659,1153
878,108,988
667,635,1302
439,122,561
750,465,1215
519,97,616
118,546,664
278,685,978
5,472,477
867,210,1077
836,71,923
693,382,1075
303,469,772
308,406,714
434,949,1383
769,347,1116
389,621,1010
210,814,1024
82,88,170
802,336,1138
496,910,1406
614,262,876
428,319,747
207,603,810
906,100,1006
953,18,971
463,720,1183
381,960,1341
375,551,926
733,720,1453
556,874,1430
623,269,892
30,756,786
866,407,1273
487,541,1028
173,81,266
953,626,1579
536,328,864
143,751,894
55,728,783
404,142,546
517,343,860
812,619,1431
978,657,1635
110,956,1066
663,904,1567
893,567,1460
324,103,427
547,762,1309
530,919,1449
452,904,1356
358,871,1229
764,781,1545
987,95,1082
488,474,962
86,247,333
253,722,969
908,672,1580
914,217,1131
22,124,146
990,675,1665
800,394,1194
484,344,828
921,198,1119
184,302,500
552,762,1314
198,952,1150
650,287,937
123,447,570
20,83,103
145,408,553
644,450,1094
173,247,420
703,782,1485
753,147,900
652,300,952
50,439,481
284,54,338
261,703,964
365,353,718
700,813,1513
333,883,1216
440,196,636
245,241,486
653,14,667
717,888,1605
441,827,1268
804,555,1359
194,493,687
831,349,1180
723,277,1000
389,931,1320
453,447,884
216,416,632
237,505,742
429,522,951
618,324,942
152,388,540
451,396,847
643,430,1073
299,111,410
73,872,945
418,465,883
646,743,1389
68,819,888
807,447,1254
21,735,756
215,85,300
419,258,677
311,82,393
847,280,1127
162,746,908
415,315,730
611,421,1032
915,194,1109
103,389,492
257,788,1045
212,389,601
853,616,1469
167,298,465
450,715,1165
613,596,1209
391,388,779
753,414,1167
573,54,627
907,321,1228
501,669,1162
488,19,507
300,348,648
331,15,346
950,208,1165
353,264,617
566,264,830
345,214,559
570,374,944
853,13,877
111,590,701
471,639,1110
880,632,1512
705,928,1633
844,35,883
836,921,1757
946,578,1524
309,614,923
912,333,1245
583,611,1194
637,555,1192
669,797,1466
571,619,1190
504,445,958
590,475,1065
359,173,532
34,544,578
512,794,1290
412,946,1358
5,906,911
91,864,955
615,356,966
958,976,1934
47,802,849
982,742,1724
651,510,1161
59,717,776
960,279,1227
320,941,1261
803,427,1230
713,867,1580
530,661,1191
558,177,735
682,638,1302
299,453,752
287,173,460
550,168,718
703,331,1034
563,292,855
530,680,1210
987,465,1452
550,119,669
381,180,575
116,901,1017
986,809,1795
470,193,663
248,110,358
88,472,560
936,971,1901
587,616,1203
315,893,1208
685,720,1405
47,774,821
347,364,711
914,40,954
150,381,531
24,465,489
310,36,346
820,594,1414
236,263,499
215,884,1099
779,400,1179
342,131,473
89,393,482
741,726,1467
570,254,824
275,62,337
204,783,987
627,537,1157
648,63,711
519,918,1437
120,447,567
388,690,1058
695,413,1108
595,345,935
955,519,1474
149,120,269
284,108,392
957,143,1100
895,513,1408
891,903,1794
687,321,1008
802,893,1695
283,448,731
909,288,1197
814,123,937
621,93,709
784,774,1558
304,981,1285
399,360,759
496,190,686
484,733,1217
939,914,1853
636,676,1303
597,266,863
31,806,837
342,962,1304
125,623,748
889,909,1798
882,307,1189
788,206,994
371,741,1112
838,16,854
370,486,856
690,809,1499
658,906,1564
807,926,1733
28,726,754
461,56,509
54,716,770
432,825,1257
203,143,328
114,863,977
697,923,1620
928,691,1619
203,123,326
680,987,1667
910,695,1604
775,651,1426
859,552,1411
931,274,1205
985,645,1630
642,86,728
73,378,451
167,724,891
94,97,191
900,787,1687
945,755,1700
228,132,360
82,648,730
425,465,890
587,422,1009
832,836,1668
621,487,1108
738,480,1218
519,316,835
53,212,265
67,558,607
254,233,487
551,589,1140
379,468,847
617,292,909
930,703,1633
515,361,876
663,367,1030
338,142,480
555,121,676
852,304,1156
43,828,871
956,385,1341
156,457,613
441,964,1405
912,30,942
976,956,1932
523,206,731
491,289,780
402,216,618
380,880,1260
167,678,845
697,448,1145
210,815,1025
474,858,1332
897,761,1658
839,138,996
95,89,184
471,310,781
12,309,321
133,597,730
919,405,1324
520,731,1251
996,927,1923
112,785,897
561,989,1550
24,562,586
196,169,351
602,165,756
936,90,1026
873,885,1758
919,36,955
434,984,1418
433,482,915
458,834,1292
695,102,797
451,981,1432
859,62,921
548,596,1144
537,851,1388
167,814,981
621,789,1410
19,214,233
526,905,1431
869,877,1746
459,257,716
302,228,530
982,755,1752
589,763,1352
217,244,461
340,157,489
132,430,562
418,730,1148
589,242,826
616,528,1144
88,389,477
769,569,1338
562,720,1279
16,90,106
907,724,1631
56,228,284
781,916,1713
995,983,1978
15,919,934
643,698,1341
80,863,943
588,138,726
153,950,1103
116,432,548
810,641,1451
740,263,1003
661,637,1298
334,889,1223
995,644,1639
872,935,1807
935,181,1116
719,558,1277
574,664,1238
460,298,758
450,505,955
161,921,1082
648,1000,1648
652,754,1406
603,154,757
789,962,1751
479,622,1101
86,966,1052
572,587,1159
250,849,1099
542,502,1056
900,318,1218
624,586,1210
728,515,1243
168,444,612
448,799,1247
354,710,1064
59,772,831
74,5,79
817,290,1107
154,301,440
527,71,598
50,93,137
918,726,1644
889,762,1651
474,446,920
731,824,1555
577,181,758
583,916,1499
281,145,426
785,212,997
969,956,1925
578,258,836
791,160,951
377,18,395
186,629,815
282,268,546
964,850,1814
222,486,720
902,634,1536
752,749,1501
910,316,1226
143,83,226
27,559,586
438,786,1224
235,785,1020
360,366,726
640,800,1440
736,652,1388
499,639,1138
902,697,1599
222,594,816
866,490,1356
611,251,862
192,410,602
231,370,601
857,702,1559
329,224,553
680,257,937
46,43,89
214,779,993
177,469,646
972,257,1229
117,223,359
180,116,296
458,273,731
768,837,1605
752,301,1053
694,426,1120
523,647,1170
619,954,1573
60,498,558
306,353,656
703,149,852
562,387,949
92,509,601
343,778,1121
333,32,365
26,887,913
569,138,707
545,739,1284
721,196,917
364,849,1213
14,702,716
884,291,1175
162,23,185
599,538,1133
727,749,1476
49,342,391
990,387,1377
227,855,1082
68,846,914
443,251,694
43,537,580
663,787,1450
986,340,1326
286,887,1173
394,449,843
751,692,1443
28,664,692
715,321,1036
60,986,1046
720,497,1213
783,258,1041
942,371,1313
284,186,465
94,845,939
768,860,1628
134,49,183
608,182,790
451,440,871
971,369,1326
773,228,1001
497,182,679
117,264,381
358,54,412
342,690,1039
574,957,1549
944,271,1215
987,885,1865
458,523,981
648,450,1098
682,75,757
910,127,1037
402,594,996
520,178,698
364,921,1285
855,500,1355
997,686,1683
4,478,482
424,450,874
40,493,534
659,403,1062
201,88,289
826,409,1235
524,222,746
102,949,1051
27,134,161
599,818,1417
950,185,1135
835,610,1445
229,314,541
318,808,1126
515,494,1009
542,693,1235
324,907,1231
649,667,1316
334,723,1057
194,348,560
774,965,1737
62,839,901
147,713,860
937,316,1253
830,238,1068
442,949,1391
187,826,1013
596,91,691
694,1,695
407,959,1357
751,62,813
218,710,928
522,501,1023
154,757,911
325,608,933
102,530,632
904,327,1231
963,90,1053
68,474,542
786,98,884
215,626,841
203,946,1149
97,209,306
81,745,826
792,695,1487
674,304,960
800,882,1682
581,178,759
150,197,347
572,961,1533
242,906,1148
6,396,402
759,660,1419
870,868,1738
923,353,1276
192,720,912
700,132,832
301,243,544
970,416,1386
270,682,952
620,731,1351
829,119,948
712,328,1040
201,384,585
505,368,873
688,298,986
781,835,1616
468,706,1184
891,235,1126
525,605,1130
634,181,827
25,709,734
396,201,597
999,330,1329
207,482,673
138,241,379
873,439,1312
946,947,1905
33,276,309
603,378,981
675,422,1097
883,229,1112
929,879,1808
676,668,1344
204,469,673
256,924,1180
951,354,1305
139,532,671
837,686,1523
227,529,756
678,892,1570
622,388,1026
621,852,1473
774,904,1678
136,629,765
96,995,1102
452,537,989
843,577,1420
610,437,1047
156,788,944
626,414,1040
419,931,1337
96,636,732
676,260,936
650,636,1268
339,363,702
574,297,871
577,965,1542
673,247,920
185,464,649
581,432,1013
164,63,227
891,890,1781
902,775,1677
806,581,1384
598,39,637
844,846,1690
1000,315,1315
950,523,1473
932,818,1750
428,727,1155
985,498,1483
284,830,1114
75,817,892
602,169,771
616,42,658
44,269,313
703,382,1085
162,705,867
493,83,576
370,20,390
817,404,1221
551,741,1292
899,120,1019
634,553,1187
495,616,1111
952,54,1006
676,677,1353
370,646,1016
836,82,918
887,633,1520
372,480,852
458,399,857
346,455,801
564,22,586
150,155,305
831,399,1230
577,322,899
372,994,1366
113,230,343
565,198,749
809,103,912
613,922,1535
863,760,1623
132,962,1094
877,183,1060
927,321,1248
93,489,582
159,286,445
175,389,564
347,963,1310
132,128,260
334,442,776
501,391,892
100,959,1059
863,730,1593
848,312,1160
326,705,1031
979,871,1850
45,566,611
490,52,542
712,359,1071
323,388,711
488,376,864
388,379,767
280,836,1116
225,880,1105
391,517,908
692,924,1616
265,231,496
892,508,1400
570,37,607
304,317,621
667,883,1550
784,211,995
264,173,437
199,359,558
141,724,862
290,101,391
323,227,550
333,497,830
266,851,1117
340,90,430
758,893,1651
488,379,867
637,683,1320
312,943,1255
578,360,938
657,97,754
940,875,1815
70,850,920
741,462,1203
572,503,1075
163,264,427
3,110,113
483,758,1241
139,422,541
712,553,1265
541,578,1119
601,20,621
261,473,734
390,312,702
607,351,958
480,741,1221
328,783,1111
478,258,736
690,496,1186
432,810,1242
362,645,1007
948,287,1235
115,6,121
495,222,717
101,466,567
796,794,1590
139,227,366
162,501,663
912,647,1559
26,236,262
823,296,1115
106,53,159
423,678,1101
705,358,1063
600,647,1247
652,510,1162
895,935,1830
11,618,629
699,724,1423
365,21,386
676,57,733
375,325,700
775,525,1300
582,416,998
585,73,658
555,8,563
652,119,771
578,264,842
366,259,625
861,245,1106
616,592,1208
11,233,244
115,384,499
878,976,1861
735,521,1256
395,245,640
702,367,1069
500,46,546
954,442,1396
450,930,1380
521,314,835
789,351,1140
524,380,904
212,808,1020
231,80,311
796,167,963
424,246,670
771,386,1157
368,657,1010
930,9,939
463,964,1427
308,357,665
754,747,1501
784,963,1747
528,703,1231
341,947,1288
560,808,1351
416,591,1007
76,798,874
447,3,450
855,472,1327
834,454,1288
664,643,1307
36,901,937
894,689,1583
634,86,723
600,79,679
640,27,667
100,104,204
99,928,1027
802,813,1595
804,123,927
219,323,542
728,563,1291
252,859,1111
950,580,1530
887,282,1169
221,713,934
588,811,1399
555,286,841
133,680,813
478,762,1240
538,730,1268
936,487,1423
361,393,754
825,609,1434
873,446,1319
540,45,585
94,146,240
381,663,1032
758,320,1078
681,233,914
412,186,598
962,473,1435
456,820,1276
94,593,687
704,867,1571
535,325,860
220,556,771
416,228,644
946,195,1141
70,679,749
135,164,299
684,695,1379
690,822,1512
571,844,1415
387,809,1196
12,379,391
287,94,381
922,398,1306
139,712,851
9,509,518
203,619,822
990,521,1510
287,347,634
720,829,1549
598,339,937
70,439,509
553,342,895
91,172,263
967,681,1648
618,872,1490
937,643,1580
641,725,1355
910,473,1383
803,503,1306
935,563,1498
989,463,1447
986,294,1280
621,640,1256
989,529,1518
437,633,1070
5,194,199
254,455,709
863,893,1756
666,265,931
380,852,1232
887,680,1567
311,932,1243
207,154,361
845,369,1214
6,520,526
332,912,1244
136,992,1128
199,931,1130
730,764,1494
190,899,1089
927,638,1565
214,131,345
406,168,574
304,416,720
41,480,521
515,625,1140
781,498,1279
209,429,638
306,723,1029
300,55,346
670,81,751
579,506,1085
670,288,958
60,436,496
744,378,1122
921,227,1148
85,210,295
216,315,531
7,625,632
607,100,707
629,600,1241
885,374,1259
228,869,1097
967,204,1171
480,489,955
623,825,1448
814,932,1746
503,625,1128
989,557,1539
194,271,465
497,876,1373
223,316,539
524,761,1285
194,816,1010
594,333,927
398,547,945
816,550,1366
310,614,924
82,363,445
699,840,1539
587,913,1500
614,94,708
775,925,1700
569,94,660
163,114,277
89,887,971
716,914,1630
960,190,1150
12,654,666
809,417,1226
18,417,417
69,371,440
913,651,1564
768,376,1144
550,229,779
68,939,1007
386,243,629
887,615,1502
458,452,910
460,733,1193
898,388,1286
893,928,1821
525,717,1239
620,641,1261
123,910,1025
683,896,1579
625,365,990
305,695,1000
569,374,943
646,265,911
941,627,1568
914,359,1292
989,289,1278
830,57,887
346,116,462
635,540,1175
918,981,1899
649,317,966
580,233,813
372,237,609
805,828,1633
6,598,604
946,137,1083
582,338,920
360,756,1116
339,959,1298
850,333,1183
194,868,1062
220,54,274
20,649,669
705,53,758
609,651,1260
344,651,995
1,378,379
161,669,817
165,864,1029
276,162,438
617,712,1329
869,623,1504
813,337,1150
924,471,1395
579,852,1431
565,412,980
795,172,967
14,701,715
826,701,1527
902,423,1325
138,57,195
990,859,1849
166,683,849
369,91,460
743,813,1556
5,267,272
196,397,608
168,130,298
650,597,1247
660,826,1486
849,240,1089
930,17,947
646,831,1477
721,53,774
124,224,336
500,780,1280
465,457,922
353,344,697
200,717,917
992,232,1224
151,435,586
489,284,773
971,296,1267
901,891,1792
820,28,848
300,793,1102
781,768,1549
626,701,1327
855,6,861
112,847,959
296,602,898
815,391,1206
950,445,1395
827,929,1756
231,42,273
561,253,814
808,653,1461
838,690,1528
660,826,1486
584,273,870
862,976,1838
589,389,978
741,498,1239
813,169,982
480,677,1157
185,106,291
53,904,957
503,827,1330
771,616,1387
981,894,1875
266,365,631
378,335,713
232,476,708
127,846,973
300,749,1049
363,110,473
869,833,1717
329,427,756
428,181,609
686,839,1525
913,467,1380
99,876,975
186,838,1009
2,90,92
375,702,1077
576,248,824
38,144,182
444,283,727
908,670,1578
218,394,612
381,781,1162
125,360,485
837,290,1127
313,492,805
748,736,1484
694,984,1678
627,9,636
441,334,775
808,623,1431
664,954,1618
669,45,714
42,758,800
800,35,835
978,29,1007
785,228,1013
613,420,1033
300,157,442
168,826,994
185,938,1123
493,50,543
603,595,1198
842,89,931
87,148,238
645,911,1556
741,561,1302
72,88,146
892,14,906
609,470,1079
120,422,542
417,140,557
31,195,236
7,352,359
671,891,1562
525,982,1507
855,273,1128
425,777,1191
401,569,970
391,84,475
135,45,180
869,370,1239
442,782,1224
654,284,938
528,631,1159
730,712,1442
898,495,1393
768,472,1240
836,760,1596
413,817,1230
555,932,1487
7,417,431
398,127,525
882,988,1870
101,73,174
639,245,884
947,440,1387
752,499,1251
613,794,1407
936,709,1645
507,837,1344
741,255,996
139,966,1105
467,778,1245
401,808,1209
233,920,1153
254,549,803
337,695,1049
422,676,1098
616,667,1283
424,791,1215
752,734,1486
701,233,934
681,76,757
353,522,875
754,495,1249
545,287,832
997,186,1183
956,520,1476
471,543,1017
389,344,733
964,581,1545
720,118,838
337,778,1115
162,864,1026
91,28,119
1000,180,1180
920,165,1085
599,447,1046
579,60,639
202,50,252
117,690,807
507,302,809
286,927,1214
71,738,809
663,796,1475
50,164,214
559,384,943
691,417,1108
429,205,634
426,23,449
711,299,1010
339,382,721
772,485,1257
989,200,1189
829,797,1626
864,762,1626
374,30,414
840,312,1164
779,400,1179
994,707,1701
861,69,930
824,488,1312
932,712,1644
188,543,731
332,570,902
714,877,1591
990,410,1400
302,238,540
441,88,529
437,317,754
320,620,940
153,621,774
518,564,1082
113,643,756
768,802,1570
92,41,133
454,718,1172
120,665,785
451,408,859
699,687,1386
287,440,727
150,462,612
674,369,1026
976,379,1355
130,304,434
714,790,1504
683,552,1235
479,795,1274
775,687,1472
821,318,1139
442,300,742
500,814,1314
54,777,831
284,126,410
843,593,1436
685,485,1170
710,380,1090
694,484,1173
778,186,964
826,1,827
620,81,701
510,929,1439
558,80,638
420,171,591
895,249,1142
591,834,1425
780,120,900
270,801,1071
78,624,702
841,362,1203
981,244,1225
981,24,1005
943,82,1025
905,829,1734
291,495,786
615,341,956
457,218,675
721,499,1220
112,255,353
607,759,1366
901,905,1806
483,241,724
662,84,746
596,795,1391
613,804,1417
637,635,1272
272,431,703
64,718,782
974,314,1296
462,202,664
562,887,1449
254,480,734
705,872,1577
678,339,1010
241,2,243
11,1,12
626,524,1150
202,500,702
314,516,830
743,611,1354
175,144,302
872,977,1849
232,323,555
487,324,811
508,737,1245
390,575,965
542,978,1520
526,629,1155
932,74,1006
207,641,848
51,73,124
469,82,551
403,846,1249
701,724,1425
480,810,1290
946,100,1046
884,368,1266
31,904,948
741,114,855
218,187,405
996,198,1194
812,495,1307
87,198,285
49,400,449
814,358,1172
764,243,1007
560,553,1113
619,382,1001
955,556,1511
706,448,1154
524,237,761
925,795,1720
324,522,846
903,862,1765
18,684,702
981,432,1416
137,457,594
165,27,192
740,531,1271
930,747,1667
159,836,995
163,461,624
714,497,1211
556,903,1459
172,652,824
686,112,798
56,959,1015
12,446,458
262,945,1207
435,559,994
342,953,1295
884,561,1445
583,694,1277
94,384,478
182,929,1111
952,932,1884
856,618,1474
371,563,934
734,870,1604
68,674,742
721,561,1282
711,522,1233
796,633,1429
397,600,997
233,614,847
201,748,949
626,609,1235
704,762,1466
875,445,1320
615,520,1135
257,514,771
531,932,1463
631,216,847
814,461,1258
515,394,909
964,531,1495
814,156,970
168,417,585
573,933,1506
342,75,417
467,440,907
595,656,1251
184,207,391
138,665,803
706,971,1677
650,750,1400
396,928,1324
399,601,1000
984,885,1869
712,36,728
475,537,1012
253,732,985
6,613,619
534,835,1349
162,236,398
587,266,853
688,430,1118
180,854,1034
45,162,207
157,754,931
514,542,1056
734,124,858
213,169,382
62,320,382
552,408,960
42,327,369
205,283,488
644,742,1386
985,29,1014
937,412,1349
49,960,1009
463,230,693
132,251,383
21,721,742
947,813,1760
655,847,1501
478,875,1353
750,649,1413
521,86,607
313,185,498
264,211,475
814,974,1788
130,51,181
975,184,1159
408,877,1285
140,41,181
701,158,859
459,798,1268
418,594,1012
973,660,1633
766,947,1713
224,43,267
801,818,1619
847,805,1648
279,991,1270
349,653,1002
852,487,1339
753,346,1099
225,689,914
714,305,1012
533,208,741
291,153,444
2,862,864
358,976,1314
457,921,1378
487,302,789
298,868,1166
448,798,1246
15,434,436
839,68,907
599,280,879
571,420,991
328,306,634
171,576,747
303,494,797
3,295,298
95,283,378
773,472,1245
873,252,1125
573,802,1375
779,531,1310
192,485,677
980,145,1125
878,407,1285
192,257,449
138,218,356
652,812,1464
24,132,156
745,421,1166
754,875,1629
788,392,1180
300,465,765
639,41,680
547,757,1304
903,746,1649
44,863,907
387,141,528
837,658,1511
199,772,971
720,157,877
3,593,596
973,585,1558
171,183,358
218,512,730
196,928,1124
240,438,678
828,567,1395
849,186,1035
586,265,851
411,791,1202
292,488,780
957,955,1912
567,914,1481
43,43,86
162,106,268
362,749,1111
918,961,1879
683,770,1453
454,228,682
77,474,551
823,802,1625
286,37,323
131,654,785
10,114,138
368,972,1340
52,357,409
557,436,993
28,918,946
207,482,689
343,796,1139
25,440,465
257,93,350
430,675,1105
307,580,881
319,796,1115
406,967,1373
351,252,603
809,390,1183
736,55,791
553,888,1441
494,618,1112
616,76,692
321,219,540
44,555,610
59,726,785
988,907,1895
531,535,1066
868,580,1448
262,971,1233
763,410,1173
376,438,814
181,351,532
145,516,661
211,594,805
354,115,469
819,957,1776
905,230,1135
912,536,1448
877,828,1705
655,549,1204
271,219,490
465,822,1287
288,64,352
833,909,1742
369,571,940
899,979,1878
229,933,1162
427,105,532
7,664,671
860,188,1048
34,366,400
626,421,1047
856,255,1111
523,657,1180
381,61,442
848,841,1689
176,85,261
42,719,761
468,742,1210
578,324,902
237,398,635
138,402,540
334,374,708
226,880,1106
796,871,1682
103,664,767
257,633,890
306,374,680
220,259,479
727,511,1238
966,329,1295
424,294,725
982,85,1067
702,606,1308
388,876,1264
641,703,1344
647,764,1411
654,412,1066
